	mean_flush	mean_caudate	detect_flush	detect_caudate	pval	qval	Gene	Ctype	dir
SQSTM12	0.335	0.214	0.311	0.171	1.22E-03	3.26E-02	SQSTM1	InflamatoryMacrophages	1
PNRC2	0.117	0.031	0.116	0.032	1.29E-03	3.44E-02	PNRC2	InflamatoryMacrophages	1
CLEC2B2	0.194	0.104	0.191	0.082	1.33E-03	3.52E-02	CLEC2B	InflamatoryMacrophages	1
NMT1	0.095	0.234	0.095	0.184	1.33E-03	3.52E-02	NMT1	InflamatoryMacrophages	-1
CAP11	0.593	0.444	0.537	0.354	1.33E-03	3.53E-02	CAP1	InflamatoryMacrophages	1
PPP1R18	0.199	0.093	0.198	0.082	1.34E-03	3.53E-02	PPP1R18	InflamatoryMacrophages	1
TAX1BP1	0.199	0.106	0.198	0.082	1.34E-03	3.53E-02	TAX1BP1	InflamatoryMacrophages	1
RPL62	2.680	2.324	0.975	0.804	1.37E-03	3.59E-02	RPL6	InflamatoryMacrophages	1
INSIG11	0.293	0.158	0.266	0.139	1.38E-03	3.62E-02	INSIG1	InflamatoryMacrophages	1
TMED10	0.145	0.051	0.145	0.051	1.39E-03	3.62E-02	TMED10	InflamatoryMacrophages	1
CTD-3252C9.43	0.100	0.030	0.100	0.019	1.39E-03	3.62E-02	CTD-3252C9.4	InflamatoryMacrophages	1
RP11-160E2.64	0.060	0.169	0.060	0.133	1.42E-03	3.69E-02	RP11-160E2.6	InflamatoryMacrophages	-1
PSMD11	0.085	0.012	0.085	0.013	1.44E-03	3.76E-02	PSMD11	InflamatoryMacrophages	1
NDUFB51	0.233	0.134	0.231	0.108	1.45E-03	3.77E-02	NDUFB5	InflamatoryMacrophages	1
HMGB1	0.568	0.457	0.507	0.316	1.48E-03	3.84E-02	HMGB1	InflamatoryMacrophages	1
PET1002	0.241	0.489	0.229	0.323	1.50E-03	3.87E-02	PET100	InflamatoryMacrophages	-1
RAD23A1	0.146	0.051	0.146	0.051	1.50E-03	3.87E-02	RAD23A	InflamatoryMacrophages	1
CD531	0.334	0.196	0.326	0.190	1.52E-03	3.91E-02	CD53	InflamatoryMacrophages	1
PIM3	0.135	0.046	0.135	0.044	1.52E-03	3.91E-02	PIM3	InflamatoryMacrophages	1
HCST	0.509	0.349	0.450	0.297	1.53E-03	3.91E-02	HCST	InflamatoryMacrophages	1
PTGR11	0.086	0.019	0.086	0.013	1.53E-03	3.92E-02	PTGR1	InflamatoryMacrophages	1
ISG15	0.249	0.114	0.214	0.101	1.55E-03	3.92E-02	ISG15	InflamatoryMacrophages	1
RSRP13	0.210	0.099	0.204	0.095	1.55E-03	3.92E-02	RSRP1	InflamatoryMacrophages	1
MAT2A	0.166	0.065	0.163	0.063	1.55E-03	3.92E-02	MAT2A	InflamatoryMacrophages	1
RPL10A3	2.395	2.064	0.968	0.810	1.54E-03	3.92E-02	RPL10A	InflamatoryMacrophages	1
WDR45B	0.086	0.013	0.085	0.013	1.55E-03	3.92E-02	WDR45B	InflamatoryMacrophages	1
TAGLN22	0.397	0.266	0.362	0.209	1.56E-03	3.94E-02	TAGLN2	InflamatoryMacrophages	1
RPS27A1	5.622	5.019	0.998	0.975	1.58E-03	3.98E-02	RPS27A	InflamatoryMacrophages	1
RNPS1	0.125	0.041	0.125	0.038	1.59E-03	3.98E-02	RNPS1	InflamatoryMacrophages	1
EIF4G22	0.379	0.269	0.354	0.203	1.61E-03	4.04E-02	EIF4G2	InflamatoryMacrophages	1
NKAP	0.032	0.114	0.032	0.089	1.63E-03	4.05E-02	NKAP	InflamatoryMacrophages	-1
KIF5B2	0.153	0.067	0.151	0.057	1.63E-03	4.05E-02	KIF5B	InflamatoryMacrophages	1
MGEA5	0.040	0.121	0.040	0.101	1.63E-03	4.05E-02	MGEA5	InflamatoryMacrophages	-1
RPL44	1.339	1.118	0.841	0.608	1.63E-03	4.05E-02	RPL4	InflamatoryMacrophages	1
KDELR1	0.119	0.038	0.120	0.032	1.62E-03	4.05E-02	KDELR1	InflamatoryMacrophages	1
SRSF24	0.283	0.162	0.274	0.158	1.65E-03	4.08E-02	SRSF2	InflamatoryMacrophages	1
REEP51	0.269	0.152	0.266	0.139	1.67E-03	4.13E-02	REEP5	InflamatoryMacrophages	1
BCAS22	0.085	0.016	0.085	0.013	1.68E-03	4.14E-02	BCAS2	InflamatoryMacrophages	1
JCHAIN3	0.191	0.040	0.096	0.019	1.68E-03	4.14E-02	JCHAIN	InflamatoryMacrophages	1
SCAND1	0.309	0.201	0.301	0.152	1.71E-03	4.21E-02	SCAND1	InflamatoryMacrophages	1
PRDX11	0.542	0.435	0.477	0.291	1.73E-03	4.22E-02	PRDX1	InflamatoryMacrophages	1
UQCRH	0.722	0.545	0.611	0.405	1.72E-03	4.22E-02	UQCRH	InflamatoryMacrophages	1
VDAC21	0.198	0.091	0.194	0.082	1.72E-03	4.22E-02	VDAC2	InflamatoryMacrophages	1
GUSB	0.130	0.052	0.130	0.038	1.75E-03	4.24E-02	GUSB	InflamatoryMacrophages	1
KMT2E	0.183	0.081	0.178	0.076	1.74E-03	4.24E-02	KMT2E	InflamatoryMacrophages	1
IDH23	0.164	0.074	0.163	0.063	1.75E-03	4.25E-02	IDH2	InflamatoryMacrophages	1
UQCR112	0.852	1.233	0.693	0.690	1.76E-03	4.25E-02	UQCR11	InflamatoryMacrophages	-1
LYPLA1	0.128	0.040	0.123	0.038	1.76E-03	4.25E-02	LYPLA1	InflamatoryMacrophages	1
ADH1B2	0.098	0.025	0.095	0.019	1.77E-03	4.26E-02	ADH1B	InflamatoryMacrophages	1
DNAJB62	0.221	0.126	0.208	0.095	1.78E-03	4.28E-02	DNAJB6	InflamatoryMacrophages	1
FTCD3	0.018	0.082	0.018	0.063	1.78E-03	4.28E-02	FTCD	InflamatoryMacrophages	-1
RAC22	0.343	0.214	0.341	0.190	1.79E-03	4.29E-02	RAC2	InflamatoryMacrophages	1
PDCD6	0.154	0.079	0.153	0.057	1.81E-03	4.34E-02	PDCD6	InflamatoryMacrophages	1
TF1	0.018	0.112	0.018	0.063	1.82E-03	4.34E-02	TF	InflamatoryMacrophages	-1
LYN	0.479	0.357	0.435	0.266	1.83E-03	4.37E-02	LYN	InflamatoryMacrophages	1
C4orf48	0.457	0.321	0.419	0.247	1.87E-03	4.44E-02	C4orf48	InflamatoryMacrophages	1
ZC3HAV11	0.139	0.044	0.133	0.044	1.88E-03	4.46E-02	ZC3HAV1	InflamatoryMacrophages	1
CLU1	0.382	0.242	0.339	0.190	1.89E-03	4.46E-02	CLU	InflamatoryMacrophages	1
UBE2S1	0.083	0.020	0.083	0.013	1.88E-03	4.46E-02	UBE2S	InflamatoryMacrophages	1
GNB2	0.317	0.193	0.312	0.184	1.92E-03	4.50E-02	GNB2	InflamatoryMacrophages	1
KLRB1	0.109	0.038	0.095	0.019	1.91E-03	4.50E-02	KLRB1	InflamatoryMacrophages	1
NDUFA12	0.179	0.087	0.178	0.076	1.91E-03	4.50E-02	NDUFA12	InflamatoryMacrophages	1
GLRX1	0.306	0.185	0.291	0.158	1.93E-03	4.52E-02	GLRX	InflamatoryMacrophages	1
CAMTA2	0.025	0.081	0.025	0.076	1.94E-03	4.54E-02	CAMTA2	InflamatoryMacrophages	-1
BNIP3L	0.227	0.136	0.223	0.108	1.95E-03	4.54E-02	BNIP3L	InflamatoryMacrophages	1
NPC2	1.868	1.590	0.897	0.722	1.95E-03	4.54E-02	NPC2	InflamatoryMacrophages	1
CNPY3	0.282	0.170	0.281	0.146	1.96E-03	4.55E-02	CNPY3	InflamatoryMacrophages	1
RPL154	3.183	2.841	0.992	0.873	2.01E-03	4.64E-02	RPL15	InflamatoryMacrophages	1
MPG	0.103	0.027	0.103	0.025	2.01E-03	4.64E-02	MPG	InflamatoryMacrophages	1
NFKBID	0.095	0.027	0.095	0.019	2.01E-03	4.65E-02	NFKBID	InflamatoryMacrophages	1
YBX14	1.479	1.198	0.847	0.665	2.06E-03	4.72E-02	YBX1	InflamatoryMacrophages	1
ARPC4	0.549	0.442	0.512	0.329	2.06E-03	4.72E-02	ARPC4	InflamatoryMacrophages	1
INTS63	0.093	0.025	0.093	0.019	2.06E-03	4.72E-02	INTS6	InflamatoryMacrophages	1
P2RX1	0.025	0.085	0.025	0.076	2.06E-03	4.72E-02	P2RX1	InflamatoryMacrophages	-1
FXYD51	0.564	0.438	0.525	0.323	2.05E-03	4.72E-02	FXYD5	InflamatoryMacrophages	1
C8orf33	0.018	0.080	0.018	0.063	2.07E-03	4.73E-02	C8orf33	InflamatoryMacrophages	-1
STX11	0.133	0.048	0.133	0.044	2.10E-03	4.80E-02	STX11	InflamatoryMacrophages	1
RHOG1	0.486	0.366	0.462	0.291	2.12E-03	4.83E-02	RHOG	InflamatoryMacrophages	1
TMEM258	0.508	0.402	0.480	0.304	2.14E-03	4.85E-02	TMEM258	InflamatoryMacrophages	1
LSM6	0.177	0.079	0.176	0.076	2.14E-03	4.86E-02	LSM6	InflamatoryMacrophages	1
HSDL1	0.007	0.040	0.007	0.038	2.17E-03	4.90E-02	HSDL1	InflamatoryMacrophages	-1
NDUFB7	0.349	0.253	0.334	0.184	2.17E-03	4.91E-02	NDUFB7	InflamatoryMacrophages	1
MT-ND4L5	0.208	2.898	0.207	0.971	2.15E-53	2.40E-49	MT-ND4L	NK-likecells	-1
MT-CO15	11.257	49.173	1.000	1.000	4.23E-49	1.18E-45	MT-CO1	NK-likecells	-1
MT-CO25	8.969	38.764	1.000	1.000	4.61E-49	1.18E-45	MT-CO2	NK-likecells	-1
MT-CO35	9.108	34.921	1.000	1.000	5.29E-49	1.18E-45	MT-CO3	NK-likecells	-1
MT-ND45	5.140	27.584	1.000	1.000	4.69E-49	1.18E-45	MT-ND4	NK-likecells	-1
MT-CYB5	3.264	16.077	0.996	1.000	6.61E-49	1.23E-45	MT-CYB	NK-likecells	-1
MT-ATP65	4.708	18.965	1.000	1.000	1.09E-48	1.74E-45	MT-ATP6	NK-likecells	-1
MT-ND15	2.735	11.969	0.980	1.000	1.30E-48	1.81E-45	MT-ND1	NK-likecells	-1
MT-ND25	3.387	14.978	1.000	1.000	1.60E-47	1.99E-44	MT-ND2	NK-likecells	-1
MT-ND55	0.742	4.619	0.618	0.990	1.85E-46	2.06E-43	MT-ND5	NK-likecells	-1
MT-ND35	2.483	10.411	0.976	1.000	7.35E-44	7.47E-41	MT-ND3	NK-likecells	-1
HBB5	2.579	0.122	0.967	0.107	1.85E-43	1.72E-40	HBB	NK-likecells	1
EEF1A15	13.946	6.383	1.000	0.981	3.93E-41	3.37E-38	EEF1A1	NK-likecells	1
HBA25	1.334	0.068	0.862	0.068	7.22E-35	5.76E-32	HBA2	NK-likecells	1
TPT15	7.386	3.874	1.000	0.961	7.14E-34	5.32E-31	TPT1	NK-likecells	1
ACTG15	6.464	2.534	1.000	0.874	1.02E-32	7.16E-30	ACTG1	NK-likecells	1
MT-ND65	0.057	0.986	0.057	0.602	6.58E-31	4.32E-28	MT-ND6	NK-likecells	-1
SAA15	3.866	1.373	1.000	0.670	7.70E-24	4.78E-21	SAA1	NK-likecells	1
RPL74	3.971	2.088	0.996	0.864	2.95E-21	1.73E-18	RPL7	NK-likecells	1
GAPDH5	5.412	2.733	0.996	0.864	2.16E-20	1.21E-17	GAPDH	NK-likecells	1
IGKC5	0.866	0.327	0.748	0.146	4.06E-20	2.16E-17	IGKC	NK-likecells	1
ACTB4	20.412	13.159	1.000	1.000	5.08E-20	2.58E-17	ACTB	NK-likecells	1
EIF14	2.791	1.381	1.000	0.709	1.10E-19	5.37E-17	EIF1	NK-likecells	1
NR4A24	0.753	0.034	0.573	0.029	1.69E-19	7.86E-17	NR4A2	NK-likecells	1
FOS4	0.851	0.058	0.598	0.049	2.25E-19	1.01E-16	FOS	NK-likecells	1
BTF35	1.684	0.687	0.959	0.534	1.10E-18	4.75E-16	BTF3	NK-likecells	1
AC090498.14	0.349	1.282	0.337	0.757	1.56E-18	6.45E-16	AC090498.1	NK-likecells	-1
JUNB5	1.200	0.095	0.610	0.087	5.46E-18	2.18E-15	JUNB	NK-likecells	1
RPL155	6.097	4.066	1.000	0.971	6.88E-18	2.65E-15	RPL15	NK-likecells	1
HNRNPA15	2.913	1.524	0.992	0.796	2.19E-17	8.17E-15	HNRNPA1	NK-likecells	1
RPL304	5.164	3.466	1.000	0.961	4.33E-16	1.56E-13	RPL30	NK-likecells	1
NFKBIA5	0.871	0.092	0.565	0.078	6.37E-16	2.22E-13	NFKBIA	NK-likecells	1
RP11-160E2.65	0.053	0.539	0.053	0.388	7.58E-16	2.57E-13	RP11-160E2.6	NK-likecells	-1
DUSP24	0.682	0.054	0.524	0.049	1.18E-15	3.87E-13	DUSP2	NK-likecells	1
RPL7A5	3.383	2.092	1.000	0.874	1.56E-15	4.98E-13	RPL7A	NK-likecells	1
ZFP364	0.838	0.100	0.573	0.087	2.28E-15	7.07E-13	ZFP36	NK-likecells	1
RPL310	6.068	4.224	1.000	0.951	3.58E-15	1.08E-12	RPL3	NK-likecells	1
RPS3A4	6.191	4.161	1.000	0.932	5.21E-15	1.53E-12	RPS3A	NK-likecells	1
MT-ATP85	0.036	0.374	0.037	0.330	5.51E-15	1.58E-12	MT-ATP8	NK-likecells	-1
VIM5	1.088	0.279	0.699	0.233	6.41E-15	1.79E-12	VIM	NK-likecells	1
H3F3B5	2.477	1.345	0.988	0.718	1.59E-14	4.34E-12	H3F3B	NK-likecells	1
ITIH35	0.012	0.302	0.012	0.262	2.45E-14	6.52E-12	ITIH3	NK-likecells	-1
RPS94	3.833	2.522	1.000	0.942	3.41E-14	8.87E-12	RPS9	NK-likecells	1
DUSP14	0.557	0.023	0.435	0.019	1.29E-13	3.29E-11	DUSP1	NK-likecells	1
NACA5	2.070	1.162	0.984	0.718	1.51E-13	3.75E-11	NACA	NK-likecells	1
FTL5	3.891	6.956	1.000	1.000	1.73E-13	4.21E-11	FTL	NK-likecells	-1
RPL13A3	9.335	6.864	1.000	1.000	2.22E-13	5.28E-11	RPL13A	NK-likecells	1
RPS15A5	7.811	10.852	1.000	1.000	2.55E-13	5.93E-11	RPS15A	NK-likecells	-1
COTL13	1.483	0.611	0.841	0.437	4.71E-13	1.07E-10	COTL1	NK-likecells	1
RPS34	6.638	4.734	1.000	0.961	5.46E-13	1.22E-10	RPS3	NK-likecells	1
HLA-B5	6.834	4.753	1.000	0.961	5.60E-13	1.23E-10	HLA-B	NK-likecells	1
HBA15	0.504	0.039	0.443	0.039	1.26E-12	2.70E-10	HBA1	NK-likecells	1
RPL94	3.978	2.724	0.996	0.922	1.73E-12	3.65E-10	RPL9	NK-likecells	1
CD72	3.276	1.972	0.996	0.835	2.03E-12	4.20E-10	CD7	NK-likecells	1
EEF25	1.188	0.525	0.846	0.369	2.17E-12	4.42E-10	EEF2	NK-likecells	1
RPS212	9.325	6.779	1.000	0.981	5.27E-12	1.05E-09	RPS2	NK-likecells	1
ZFP36L24	0.851	0.225	0.598	0.204	2.66E-11	5.21E-09	ZFP36L2	NK-likecells	1
GNB2L15	3.036	1.891	1.000	0.786	2.77E-11	5.34E-09	GNB2L1	NK-likecells	1
RPS4X4	6.711	5.033	1.000	0.990	2.84E-11	5.39E-09	RPS4X	NK-likecells	1
HSPA85	1.087	0.472	0.776	0.350	2.95E-11	5.49E-09	HSPA8	NK-likecells	1
RPL45	2.267	1.398	0.972	0.728	4.03E-11	7.38E-09	RPL4	NK-likecells	1
HLA-C5	3.760	2.494	1.000	0.893	4.45E-11	7.90E-09	HLA-C	NK-likecells	1
BTG15	1.318	0.512	0.797	0.379	4.45E-11	7.90E-09	BTG1	NK-likecells	1
RGS14	0.411	0.010	0.341	0.010	8.21E-11	1.43E-08	RGS1	NK-likecells	1
CLIC13	1.246	0.590	0.837	0.447	1.15E-10	1.97E-08	CLIC1	NK-likecells	1
SRGN4	2.576	1.572	0.984	0.748	1.28E-10	2.17E-08	SRGN	NK-likecells	1
RPS144	6.474	4.838	1.000	0.951	1.48E-10	2.46E-08	RPS14	NK-likecells	1
RPS233	6.101	4.670	1.000	0.981	5.77E-10	9.48E-08	RPS23	NK-likecells	1
YBX15	1.494	0.801	0.882	0.553	5.92E-10	9.58E-08	YBX1	NK-likecells	1
UBC5	1.054	0.534	0.785	0.388	6.51E-10	1.04E-07	UBC	NK-likecells	1
RPSA5	5.102	3.713	1.000	0.922	8.73E-10	1.37E-07	RPSA	NK-likecells	1
MYL12A5	1.989	1.234	0.959	0.641	9.20E-10	1.43E-07	MYL12A	NK-likecells	1
RPS164	4.849	3.594	1.000	0.942	1.15E-09	1.76E-07	RPS16	NK-likecells	1
RPS251	4.247	3.236	0.996	0.971	1.66E-09	2.51E-07	RPS25	NK-likecells	1
LAPTM54	0.480	0.103	0.459	0.097	1.90E-09	2.82E-07	LAPTM5	NK-likecells	1
RPLP05	3.139	2.154	0.976	0.845	2.23E-09	3.28E-07	RPLP0	NK-likecells	1
SAA25	1.079	0.471	0.740	0.340	3.05E-09	4.42E-07	SAA2	NK-likecells	1
RPL23A3	7.068	5.524	1.000	0.971	4.17E-09	5.97E-07	RPL23A	NK-likecells	1
APOA23	1.952	1.101	0.911	0.612	4.36E-09	6.16E-07	APOA2	NK-likecells	1
RPL10A4	3.823	2.792	1.000	0.893	5.16E-09	7.20E-07	RPL10A	NK-likecells	1
RPL175	0.834	1.558	0.699	0.806	6.49E-09	8.95E-07	RPL17	NK-likecells	-1
LDHA4	0.886	0.392	0.699	0.320	7.55E-09	1.03E-06	LDHA	NK-likecells	1
DDIT43	0.496	0.127	0.455	0.126	9.48E-09	1.28E-06	DDIT4	NK-likecells	1
RPS52	3.169	2.293	0.992	0.913	1.04E-08	1.38E-06	RPS5	NK-likecells	1
CORO1A4	2.579	1.694	0.972	0.786	1.35E-08	1.77E-06	CORO1A	NK-likecells	1
HLA-A5	3.643	2.477	0.984	0.874	1.77E-08	2.30E-06	HLA-A	NK-likecells	1
DNAJB63	0.317	0.029	0.305	0.029	1.89E-08	2.42E-06	DNAJB6	NK-likecells	1
CD1601	0.899	0.440	0.732	0.350	2.01E-08	2.56E-06	CD160	NK-likecells	1
RPL27A3	6.503	5.110	1.000	0.990	2.26E-08	2.84E-06	RPL27A	NK-likecells	1
ZNF3314	0.304	0.000	0.252	0.000	2.49E-08	3.09E-06	ZNF331	NK-likecells	1
HSP90AA15	1.444	0.833	0.878	0.505	2.88E-08	3.53E-06	HSP90AA1	NK-likecells	1
NBEAL15	0.305	0.871	0.305	0.583	4.08E-08	4.95E-06	NBEAL1	NK-likecells	-1
AREG3	0.326	0.000	0.244	0.000	4.58E-08	5.51E-06	AREG	NK-likecells	1
UQCRB3	0.972	0.525	0.776	0.417	5.22E-08	6.21E-06	UQCRB	NK-likecells	1
PFN14	5.942	4.513	1.000	0.981	5.36E-08	6.31E-06	PFN1	NK-likecells	1
EIF3H2	0.485	0.147	0.463	0.146	6.13E-08	7.14E-06	EIF3H	NK-likecells	1
ARPC24	1.920	1.296	0.955	0.748	6.85E-08	7.89E-06	ARPC2	NK-likecells	1
CALM13	1.660	1.060	0.923	0.621	7.58E-08	8.65E-06	CALM1	NK-likecells	1
RPS244	5.259	4.038	1.000	0.951	9.27E-08	1.05E-05	RPS24	NK-likecells	1
LITAF4	0.383	0.088	0.378	0.087	9.46E-08	1.06E-05	LITAF	NK-likecells	1
EEF1B23	2.157	1.473	0.980	0.757	1.08E-07	1.20E-05	EEF1B2	NK-likecells	1
RBM34	1.213	0.707	0.854	0.544	2.10E-07	2.29E-05	RBM3	NK-likecells	1
UBA522	3.142	2.476	0.988	0.932	2.11E-07	2.29E-05	UBA52	NK-likecells	1
LIMD22	0.672	0.294	0.561	0.214	2.40E-07	2.58E-05	LIMD2	NK-likecells	1
TMEM1072	0.057	0.392	0.057	0.243	2.71E-07	2.89E-05	TMEM107	NK-likecells	-1
STK17A2	0.712	0.347	0.626	0.301	3.36E-07	3.55E-05	STK17A	NK-likecells	1
CXCR44	0.326	0.039	0.285	0.039	3.79E-07	3.96E-05	CXCR4	NK-likecells	1
SRSF34	0.797	0.406	0.687	0.350	4.12E-07	4.26E-05	SRSF3	NK-likecells	1
RPL193	6.311	5.117	1.000	0.981	4.23E-07	4.33E-05	RPL19	NK-likecells	1
RPL184	3.490	2.713	1.000	0.932	4.44E-07	4.51E-05	RPL18	NK-likecells	1
ATP1B33	0.297	0.039	0.280	0.039	4.66E-07	4.69E-05	ATP1B3	NK-likecells	1
SLC25A55	0.989	0.539	0.732	0.379	4.88E-07	4.87E-05	SLC25A5	NK-likecells	1
IER24	0.578	0.222	0.496	0.175	6.13E-07	6.06E-05	IER2	NK-likecells	1
SLC25A35	0.741	0.378	0.663	0.291	6.62E-07	6.49E-05	SLC25A3	NK-likecells	1
RPL63	3.750	2.875	1.000	0.903	8.32E-07	8.05E-05	RPL6	NK-likecells	1
TRDC2	1.135	0.627	0.789	0.456	8.36E-07	8.05E-05	TRDC	NK-likecells	1
NDUFB14	0.399	0.912	0.378	0.621	8.82E-07	8.42E-05	NDUFB1	NK-likecells	-1
NPM15	1.168	0.676	0.785	0.447	1.01E-06	9.60E-05	NPM1	NK-likecells	1
PSMB12	0.472	0.176	0.451	0.165	1.14E-06	1.07E-04	PSMB1	NK-likecells	1
ABRACL2	0.549	0.272	0.524	0.223	1.21E-06	1.13E-04	ABRACL	NK-likecells	1
ARPC1B2	1.290	0.834	0.886	0.544	1.25E-06	1.15E-04	ARPC1B	NK-likecells	1
DNAJA14	0.293	0.056	0.285	0.049	1.40E-06	1.28E-04	DNAJA1	NK-likecells	1
RP5-1171I10.51	0.122	0.451	0.118	0.320	1.61E-06	1.46E-04	RP5-1171I10.5	NK-likecells	-1
NDUFB81	0.439	0.157	0.419	0.136	1.66E-06	1.49E-04	NDUFB8	NK-likecells	1
CYCS5	0.520	0.228	0.472	0.184	1.84E-06	1.65E-04	CYCS	NK-likecells	1
RPL312	5.084	4.141	1.000	0.961	1.94E-06	1.72E-04	RPL31	NK-likecells	1
LSP11	0.777	0.412	0.663	0.340	1.99E-06	1.74E-04	LSP1	NK-likecells	1
EIF3L3	0.480	0.214	0.467	0.175	1.98E-06	1.74E-04	EIF3L	NK-likecells	1
MIF3	0.517	1.070	0.476	0.650	2.07E-06	1.79E-04	MIF	NK-likecells	-1
HNRNPC2	0.647	0.334	0.581	0.282	2.26E-06	1.94E-04	HNRNPC	NK-likecells	1
FGL14	0.477	0.170	0.427	0.136	2.38E-06	2.01E-04	FGL1	NK-likecells	1
SERPINA14	1.717	1.065	0.923	0.699	2.37E-06	2.01E-04	SERPINA1	NK-likecells	1
LDHB2	0.545	0.229	0.496	0.204	2.43E-06	2.04E-04	LDHB	NK-likecells	1
CD693	0.468	0.113	0.354	0.097	2.46E-06	2.05E-04	CD69	NK-likecells	1
PRELID11	0.788	0.426	0.671	0.359	3.10E-06	2.56E-04	PRELID1	NK-likecells	1
ARHGDIA2	0.488	0.204	0.467	0.194	3.13E-06	2.57E-04	ARHGDIA	NK-likecells	1
CH17-373J23.13	0.012	0.128	0.012	0.126	3.65E-06	2.98E-04	CH17-373J23.1	NK-likecells	-1
TSC22D33	0.204	0.000	0.183	0.000	3.68E-06	2.98E-04	TSC22D3	NK-likecells	1
H3F3A2	2.572	1.843	0.988	0.796	4.16E-06	3.34E-04	H3F3A	NK-likecells	1
ARHGDIB5	1.716	1.169	0.931	0.699	4.55E-06	3.63E-04	ARHGDIB	NK-likecells	1
CCND33	0.485	0.214	0.463	0.184	4.68E-06	3.71E-04	CCND3	NK-likecells	1
MALAT11	27.714	40.713	1.000	1.000	4.83E-06	3.80E-04	MALAT1	NK-likecells	-1
VASP2	0.370	0.120	0.362	0.107	5.11E-06	3.99E-04	VASP	NK-likecells	1
RSRP14	0.329	0.082	0.313	0.078	5.24E-06	4.06E-04	RSRP1	NK-likecells	1
NKG73	6.223	4.994	1.000	0.990	5.45E-06	4.20E-04	NKG7	NK-likecells	1
EIF55	0.374	0.117	0.370	0.117	5.51E-06	4.22E-04	EIF5	NK-likecells	1
RPL18A4	5.643	4.616	1.000	0.932	5.81E-06	4.42E-04	RPL18A	NK-likecells	1
HP4	1.441	0.695	0.821	0.505	6.19E-06	4.67E-04	HP	NK-likecells	1
MATK1	0.778	0.442	0.667	0.359	6.85E-06	5.14E-04	MATK	NK-likecells	1
CAPZB3	0.728	0.434	0.679	0.350	6.99E-06	5.21E-04	CAPZB	NK-likecells	1
ARPC41	0.594	0.310	0.533	0.243	7.60E-06	5.62E-04	ARPC4	NK-likecells	1
FGG5	0.705	0.299	0.520	0.252	7.70E-06	5.66E-04	FGG	NK-likecells	1
ARF14	0.382	0.133	0.370	0.126	9.08E-06	6.63E-04	ARF1	NK-likecells	1
RPS293	8.434	9.896	1.000	0.990	9.83E-06	7.13E-04	RPS29	NK-likecells	-1
PLIN53	0.000	0.105	0.000	0.078	1.02E-05	7.34E-04	PLIN5	NK-likecells	-1
RPL36A4	2.266	3.203	0.972	0.913	1.05E-05	7.50E-04	RPL36A	NK-likecells	-1
CTD-3252C9.44	0.212	0.000	0.167	0.000	1.13E-05	8.01E-04	CTD-3252C9.4	NK-likecells	1
CREM3	0.256	0.029	0.224	0.029	1.14E-05	8.06E-04	CREM	NK-likecells	1
UBB3	1.478	1.008	0.915	0.641	1.23E-05	8.61E-04	UBB	NK-likecells	1
PPP1R3E	0.016	0.133	0.016	0.126	1.25E-05	8.71E-04	PPP1R3E	NK-likecells	-1
PDIA32	0.521	0.279	0.496	0.223	1.50E-05	1.04E-03	PDIA3	NK-likecells	1
HNRNPDL4	0.585	0.313	0.537	0.262	1.55E-05	1.07E-03	HNRNPDL	NK-likecells	1
TCP13	0.232	0.039	0.232	0.039	1.58E-05	1.08E-03	TCP1	NK-likecells	1
HERPUD14	0.224	0.029	0.220	0.029	1.59E-05	1.08E-03	HERPUD1	NK-likecells	1
TUBA1B5	1.363	0.829	0.752	0.495	1.78E-05	1.21E-03	TUBA1B	NK-likecells	1
PPP1R15A4	0.195	0.010	0.179	0.010	1.98E-05	1.33E-03	PPP1R15A	NK-likecells	1
ITGB24	0.952	0.610	0.764	0.437	2.03E-05	1.36E-03	ITGB2	NK-likecells	1
SUMO24	0.945	0.590	0.789	0.398	2.08E-05	1.39E-03	SUMO2	NK-likecells	1
RPL133	9.304	7.745	1.000	0.990	2.31E-05	1.53E-03	RPL13	NK-likecells	1
REL3	0.476	0.173	0.386	0.146	2.47E-05	1.62E-03	REL	NK-likecells	1
RPL293	3.957	3.185	0.996	0.932	2.64E-05	1.72E-03	RPL29	NK-likecells	1
HLA-E5	1.904	1.351	0.955	0.709	2.74E-05	1.78E-03	HLA-E	NK-likecells	1
BRD22	0.382	0.126	0.354	0.126	2.94E-05	1.90E-03	BRD2	NK-likecells	1
FKBP82	0.386	0.147	0.378	0.146	3.28E-05	2.11E-03	FKBP8	NK-likecells	1
RGS24	0.159	0.000	0.150	0.000	3.37E-05	2.15E-03	RGS2	NK-likecells	1
HNRNPA31	0.541	0.305	0.520	0.243	3.67E-05	2.32E-03	HNRNPA3	NK-likecells	1
UBE2D34	0.521	0.284	0.500	0.233	3.66E-05	2.32E-03	UBE2D3	NK-likecells	1
ARPC33	1.005	0.650	0.772	0.485	3.69E-05	2.32E-03	ARPC3	NK-likecells	1
GADD45B2	0.305	0.102	0.285	0.078	4.18E-05	2.61E-03	GADD45B	NK-likecells	1
UBE2S2	0.167	0.010	0.167	0.010	4.35E-05	2.70E-03	UBE2S	NK-likecells	1
EIF3M1	0.280	0.078	0.280	0.078	4.54E-05	2.80E-03	EIF3M	NK-likecells	1
VPS37B2	0.256	0.060	0.248	0.058	4.63E-05	2.84E-03	VPS37B	NK-likecells	1
